DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2016.05.27-14.26.11, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.574645ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_61, CachedDataProbablyExists, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_60, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.049695ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_62, GetCachedData, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_60, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.094268ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_63, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_20B73B31436523716259FE841B712E17, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=33224 bytes, Retrieved=true, Duration=0.185527ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_64, CachedDataProbablyExists, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_63, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.041861ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_65, GetCachedData, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_63, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.090957ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_66, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_CA467ACC4390A50F231231B528E870E2, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=18481 bytes, Retrieved=true, Duration=0.241544ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_67, CachedDataProbablyExists, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_66, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.089150ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_68, GetCachedData, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_66, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.120170ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_69, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_CCCB0A4D49E667F21EF96FA1402C3127, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=18514 bytes, Retrieved=true, Duration=0.148479ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_70, CachedDataProbablyExists, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_69, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.041865ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_71, GetCachedData, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_69, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.080712ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_72, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_17__35F1A763A71B578F0C6D75E29B47250B12EA767B, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=17069 bytes, Retrieved=true, Duration=0.138238ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_73, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9166AFA3__61C96CF837C3C666CFAA878D51BB3DE65CBBE3FF, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=141305 bytes, Retrieved=true, Duration=0.328884ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_74, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9166AFA3__354BCB980F2BCCE83EB0E040BEFE4E43FAF65FD3, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=109527 bytes, Retrieved=true, Duration=0.753242ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_75, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6190684B4210B01964810F88B7334D6__C3F5D03661AF19D4D89918FA76BB21C9C52579C6, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=7282 bytes, Retrieved=true, Duration=0.112638ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_76, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_6190684B4210B0196__395682BCE0B89D85C8C4A5AE4F05DFED14A21DE2, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=1309 bytes, Retrieved=true, Duration=0.054210ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_77, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_8613E16D4C1A4F7C92A009BE8FD396EB, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=52162 bytes, Retrieved=true, Duration=0.302985ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_78, CachedDataProbablyExists, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_77, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.090655ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_79, GetCachedData, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_77, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.157513ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_80, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_D595797742CFB7695D660BA216D79A41, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=111544 bytes, Retrieved=true, Duration=0.272263ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_81, CachedDataProbablyExists, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_80, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.060536ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_82, GetCachedData, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_80, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.121374ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_83, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_F30433E54D5E74D51179A193551384BF, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=17738 bytes, Retrieved=true, Duration=0.174984ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_84, CachedDataProbablyExists, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_83, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.041563ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_85, GetCachedData, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_83, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.109024ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_86, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_62FB28504EA39E7336960DBB9974604F, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=18233 bytes, Retrieved=true, Duration=0.145469ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_87, CachedDataProbablyExists, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_86, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.040960ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_88, GetCachedData, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_86, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.079211ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_89, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_992762EE443F4CEDAEA4A58D1F330B7F, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=49290 bytes, Retrieved=true, Duration=0.169262ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_90, CachedDataProbablyExists, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_89, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.038855ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_91, GetCachedData, Parent=DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_89, StartTime=2016.05.27-14.26.15, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.085533ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_92, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufF7646F94__D22357BBB7B49D90EC60E0CA4484C976F5895915, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=673347 bytes, Retrieved=true, Duration=1.772724ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_93, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufF7646F94__B0AC292A11D430F8864104AD7C93C08089AC2CCF, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=651563 bytes, Retrieved=true, Duration=1.841996ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_94, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE7AF1927__CB7676F74D3BAF3413318DB219B8CDD1AAEF49A8, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=43826 bytes, Retrieved=true, Duration=0.705056ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_95, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE7AF1927__4C617B9C44FDAA9566A65195CE7AF1E90D521446, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=37561 bytes, Retrieved=true, Duration=0.603259ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_96, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufEB6949D1__CD8DE967D453C48C863D1494D2631B104E05ACD1, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=3027285 bytes, Retrieved=true, Duration=7.287271ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_97, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufEB6949D1__4F269D219BF0CFCA8DC1AEEE06A1CD64F4E38116, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=2385141 bytes, Retrieved=true, Duration=5.831081ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_98, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0050C5B1__70EACC151D2E158B78B7C8FF0C1048DB3095EFD3, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=656032 bytes, Retrieved=true, Duration=2.441037ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_99, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0050C5B1__FEA74C048D61EF1033062341CD2E4A36B630DDFC, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=624061 bytes, Retrieved=true, Duration=1.619127ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_100, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0C797E18__1CB6047115DA6950709C50E2B2CFF7CC965E3DAB, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=3092045 bytes, Retrieved=true, Duration=8.190804ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_101, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0C797E18__F82403ED6E94994A4435D575B4873C09479AFA8A, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=2435363 bytes, Retrieved=true, Duration=6.511141ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_102, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD13C5DDB__7771C1980763447755C54473AEA252BBA29DBD79, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=3046445 bytes, Retrieved=true, Duration=8.201345ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_103, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufD13C5DDB__1DE29769CE67C5591DF4F35975F42952B1D1EE52, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=2400167 bytes, Retrieved=true, Duration=5.537737ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_104, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf2DF00985__DD41E931BCDA9553F74C572A0A9AD689F5C7BD07, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=641612 bytes, Retrieved=true, Duration=1.723032ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_105, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf2DF00985__D7103312030DD208C03A02A584A52BC78D63EBA9, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=620193 bytes, Retrieved=true, Duration=1.752548ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_106, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf06C18A7F__9A41D7493A06458383B92364E1234A07E98D2775, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=225753 bytes, Retrieved=true, Duration=0.895396ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_107, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf06C18A7F__1BD607E7DC9ECEFB4D53A07C3F399426300E09AD, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=155412 bytes, Retrieved=true, Duration=0.847813ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_108, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9E7836E2__35CCA720A04E73BC731D1280C151B30F6D0C8D76, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=48926 bytes, Retrieved=true, Duration=0.707466ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_109, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9E7836E2__B749645444E7DD321434E68ED03E6587079F4062, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=36938 bytes, Retrieved=true, Duration=0.711381ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_110, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE13ECC40__2A91D7A35AA68A1A830EB54AB199FFB01E97CBCF, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=48974 bytes, Retrieved=true, Duration=0.913467ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_111, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE13ECC40__3DF786C4886349CEACA877A2B83C63D2514E0349, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=36971 bytes, Retrieved=true, Duration=0.699032ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_112, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE99ECB0A__F146DC251B44B8BD62075C111F31C75E4876CD31, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=49082 bytes, Retrieved=true, Duration=0.146672ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_113, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE99ECB0A__9B584DC4BEADC9C01CCB02B14326DAEDD814EBCD, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=37072 bytes, Retrieved=true, Duration=0.235822ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_114, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf086D49E0__0ABC1336A96492B9D56D2EFABD84A722C597BB1A, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=49114 bytes, Retrieved=true, Duration=0.175282ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_115, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf086D49E0__37687248F5A955B83BACA1DE2DA2BF465705258E, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=37094 bytes, Retrieved=true, Duration=0.130713ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_116, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf07B1E502__964A910973D545EE3EF5570FE401A0C089C8C3B7, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=49050 bytes, Retrieved=true, Duration=0.134021ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_117, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf07B1E502__998DC5995509356BD4E1A791086D8394772FA912, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=37047 bytes, Retrieved=true, Duration=0.112638ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_118, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf32DBCB61__4B1E12FC111E18D53C0AB666F99E3B2BDD2EC80D, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=510700 bytes, Retrieved=true, Duration=1.368545ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_119, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf32DBCB61__4CAF0D9DA74BABEC29F6AEF27D447E14BB97A6C1, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=345638 bytes, Retrieved=true, Duration=1.253799ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_120, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufCA0E6DD7__53D1890F1D438D54D566AD28A2C2A2986582E79E, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=47425 bytes, Retrieved=true, Duration=0.193655ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_121, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufCA0E6DD7__8823ABDF7D49EB8F95B29A22C661F41898B59A75, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=40991 bytes, Retrieved=true, Duration=0.696018ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_122, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf87C16D7D__497F47DAE9019A217F9E2A67FEFE7B09DB070836, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=110589 bytes, Retrieved=true, Duration=0.874013ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_123, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf87C16D7D__6E1052FD5074D4D0EDBAFC8FF756F8F28617E10B, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=98868 bytes, Retrieved=true, Duration=0.853535ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_124, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufBA2C527D__83234B8121D831EFB1D3516B3BCE1A331C0F0345, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=43465 bytes, Retrieved=true, Duration=0.676446ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_125, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufBA2C527D__BF3B2DBDCE2069703FFFE7CC910E6B93844C7178, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=37211 bytes, Retrieved=true, Duration=0.690598ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
DDCTransactionIdF5692C1B49EEE46B7734F69EC18815F0_126, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufC9EC730F__9383AFCECA9510CA97776FFFEBD2A682A3B1DFBE, StartTime=2016.05.27-14.26.15, HierarchicalDDC, DataSize=140178 bytes, Retrieved=true, Duration=0.375867ms, RunGuid=RunIDDFADBC5648104356950897A3C7739994
